date,closed,report,query_string,lat,lng,query_score,field_score
9/4/2020,,"I-10 EB on the Atchafalaya Basin Bridge from MM 122.5 to 127.5, St. Martin Parish, Lane Closure for Routine Bridge Inspections","I-10+EB+on+the+Atchafalaya+Basin+Bridge+from+MM+122.5+to+127.5,+St.+Martin+Parish,+Lane+Closure+for+Routine+Bridge+Inspections",0.0,0.0,0.0,0.0
9/4/2020,,UPDATE - LA 40- Partial Road Closure -  Project #: H.002446 - St. Tammany Parish,UPDATE+-+LA+40-+Partial+Road+Closure+-++Project+#:+H.002446+-+St.+Tammany+Parish,0.0,0.0,0.0,0.0
9/4/2020,,UPDATE - LANE/ROAD CLOSURE: LA 512 near Pelican in DeSoto Parish,UPDATE+-+LANE/ROAD+CLOSURE:+LA+512+near+Pelican+in+DeSoto+Parish,0.0,0.0,0.0,0.0
9/4/2020,,LA 59 - Partial Road Closure -  Project #: H.011030 - St. Tammany Parish,LA+59+-+Partial+Road+Closure+-++Project+#:+H.011030+-+St.+Tammany+Parish,0.0,0.0,0.0,0.0
9/4/2020,,REOPENED - I-55 Service Road - St. John the Baptist Parish,REOPENED+-+I-55+Service+Road+-+St.+John+the+Baptist+Parish,30.07105,-90.49663,0.6,"{'state': 1.0, 'county': 1.0, 'streets': [0.9], 'houseNumber': 0.54}"
9/4/2020,,"LA 18 (River Road), St. Charles Parish, S.P. H.012600","LA+18+(River+Road),+St.+Charles+Parish,+S.P.+H.012600",29.95299,-90.31028,0.59,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
9/4/2020,,"FW: LA 47,  MRGO Bridge, (Green Bridge), Orleans Parish","FW:+LA+47,++MRGO+Bridge,+(Green+Bridge),+Orleans+Parish",30.06872,-89.93131,0.33,"{'state': 1.0, 'county': 1.0}"
9/4/2020,,"I-10: New Orleans East Drain Canal Bridge Replace, Orleans Parish - H.010018.6","I-10:+New+Orleans+East+Drain+Canal+Bridge+Replace,+Orleans+Parish+-+H.010018.6",0.0,0.0,0.0,0.0
9/4/2020,,"I-55 & I-12 DISTRICT WIDE OGFC SPOT REPAIR – ST. TAMMANY PARISH, LANE & RAMP CLOSURES AT I-12/ I-59/ I-10 INTERCHANGE - STATE PROJECT H.013903","I-55+&+I-12+DISTRICT+WIDE+OGFC+SPOT+REPAIR+–+ST.+TAMMANY+PARISH,+LANE+&+RAMP+CLOSURES+AT+I-12/+I-59/+I-10+INTERCHANGE+-+STATE+PROJECT+H.013903",30.1976,-90.43223,1.0,"{'state': 1.0, 'streets': [1.0]}"
9/3/2020,,LA 1028 - Full Road Closure - Livingston Parish,LA+1028+-+Full+Road+Closure+-+Livingston+Parish,30.51928,-90.96435,0.54,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
9/3/2020,,LA 1028 - Full Road Closure - Livingston Parish,LA+1028+-+Full+Road+Closure+-+Livingston+Parish,30.51928,-90.96435,0.54,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
9/3/2020,,LA 41 - Partial Road Closure -  Project #: H.013728 - St. Tammany Parish,LA+41+-+Partial+Road+Closure+-++Project+#:+H.013728+-+St.+Tammany+Parish,0.0,0.0,0.0,0.0
9/3/2020,,UPDATE: ROAD IS NOW OPEN- ST. TAMMANY PARISH / LA 1077 /  ROAD CLOSURE DUE TO HIGH WATER,UPDATE:+ROAD+IS+NOW+OPEN-+ST.+TAMMANY+PARISH+/+LA+1077+/++ROAD+CLOSURE+DUE+TO+HIGH+WATER,0.0,0.0,0.0,0.0
9/3/2020,,"LA 39: Judge Seeber Bridge, Orleans Parish, (H.012956.6)","LA+39:+Judge+Seeber+Bridge,+Orleans+Parish,+(H.012956.6)",0.0,0.0,0.0,0.0
9/3/2020,,LA 1028 - Full Road Closure - Livingston Parish,LA+1028+-+Full+Road+Closure+-+Livingston+Parish,30.51928,-90.96435,0.54,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
9/3/2020,,"Crescent City Connection Westbound, Orleans Parish","Crescent+City+Connection+Westbound,+Orleans+Parish",29.93771,-90.06167,0.72,"{'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
9/3/2020,,"US 165 in Ouachita Parish, Lane Closures; SP H.008221","US+165+in+Ouachita+Parish,+Lane+Closures;+SP+H.008221",0.0,0.0,0.0,0.0
9/3/2020,,"UPDATE 9/4 - NOTICE: - Traffic Pattern Shift - I-20/Well Road Overpass, Ouachita Parish","UPDATE+9/4+-+NOTICE:+-+Traffic+Pattern+Shift+-+I-20/Well+Road+Overpass,+Ouachita+Parish",0.0,0.0,0.0,0.0
9/3/2020,,I-10 @ Mississippi River Bridge West Bound - Lane CLOSURE,I-10+@+Mississippi+River+Bridge+West+Bound+-+Lane+CLOSURE,29.96021,-90.21543,0.35,"{'state': 1.0, 'district': 1.0}"
9/2/2020,,"UPDATE: Grand Lake Bridge open to motorists, Black Bayou Bridge OPEN - Cameron/Calcasieu Parishes","UPDATE:+Grand+Lake+Bridge+open+to+motorists,+Black+Bayou+Bridge+OPEN+-+Cameron/Calcasieu+Parishes",0.0,0.0,0.0,0.0
9/2/2020,,"ROAD CLOSURE: Swan Lake Road southbound at I-220, Bossier Parish","ROAD+CLOSURE:+Swan+Lake+Road+southbound+at+I-220,+Bossier+Parish",0.0,0.0,0.0,0.0
9/2/2020,,"US 90B, Crescent City Connection, Orleans Parish","US+90B,+Crescent+City+Connection,+Orleans+Parish",29.93771,-90.06167,0.82,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
9/2/2020,,"I-10 Westbound from MM 108 to MM 107, St. Martin Parish, Lane Closure","I-10+Westbound+from+MM+108+to+MM+107,+St.+Martin+Parish,+Lane+Closure",0.0,0.0,0.0,0.0
9/1/2020,,"LA 326 at its intersection with Sanaren Street, St. Mary Parish - Road Closure","LA+326+at+its+intersection+with+Sanaren+Street,+St.+Mary+Parish+-+Road+Closure",0.0,0.0,0.0,0.0
9/1/2020,,"US 90B, Crescent City Connection, Orleans Parish","US+90B,+Crescent+City+Connection,+Orleans+Parish",29.93771,-90.06167,0.82,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
9/1/2020,,I-10 EB  (EAST BATON ROUGE) HIGHLAND ROAD EB ON RAMP CLOSURE - CANCELED,I-10+EB++(EAST+BATON+ROUGE)+HIGHLAND+ROAD+EB+ON+RAMP+CLOSURE+-+CANCELED,0.0,0.0,0.0,0.0
9/1/2020,,"I-10, Jefferson and St. Charles Parish, S.P. No. H.011670","I-10,+Jefferson+and+St.+Charles+Parish,+S.P.+No.+H.011670",0.0,0.0,0.0,0.0
9/1/2020,,"ROAD CLOSURE: Swan Lake Road northbound at I-220, Bossier Parish","ROAD+CLOSURE:+Swan+Lake+Road+northbound+at+I-220,+Bossier+Parish",0.0,0.0,0.0,0.0
9/1/2020,,"UPDATE: LA 316 Bayou Blue Pontoon Bridge, Lafourche Parish","UPDATE:+LA+316+Bayou+Blue+Pontoon+Bridge,+Lafourche+Parish",29.58324,-90.61059,0.53,"{'state': 1.0, 'county': 1.0, 'streets': [0.9], 'houseNumber': 1.0}"
9/1/2020,,"RESCHEDULED: US 167 (Johnston St.) NB & SB from LA 3073 (Ambassador Caffery) to US 90 (Evangeline Thrway), Lafayette Parish, Alternating Lane Closures","RESCHEDULED:+US+167+(Johnston+St.)+NB+&+SB+from+LA+3073+(Ambassador+Caffery)+to+US+90+(Evangeline+Thrway),+Lafayette+Parish,+Alternating+Lane+Closures",29.69591,-91.46257,0.49,"{'country': 1.0, 'state': 1.0, 'district': 0.99}"
9/1/2020,,LA 42 (EAST BATON ROUGE PARISH) HIGHLAND ROAD - ROAD CLOSURE,LA+42+(EAST+BATON+ROUGE+PARISH)+HIGHLAND+ROAD+-+ROAD+CLOSURE,30.42827,-91.18118,0.55,"{'state': 1.0, 'city': 1.0, 'streets': [1.0]}"
9/1/2020,,LA 42 (EAST BATON ROUGE PARISH) HIGHLAND ROAD,LA+42+(EAST+BATON+ROUGE+PARISH)+HIGHLAND+ROAD,30.42827,-91.18118,0.69,"{'state': 1.0, 'city': 1.0, 'streets': [1.0]}"
9/1/2020,,I-10 EB (EAST BATON ROUGE PARISH) MM 167 TO MM169,I-10+EB+(EAST+BATON+ROUGE+PARISH)+MM+167+TO+MM169,30.47326,-91.10306,0.52,"{'state': 1.0, 'city': 1.0, 'streets': [0.85]}"
9/1/2020,,I-10 WB (EAST BATON ROUGE PARISH) MM 168 TO MM 166,I-10+WB+(EAST+BATON+ROUGE+PARISH)+MM+168+TO+MM+166,0.0,0.0,0.0,0.0
9/1/2020,,"UPDATE - LANE/SHOULDER CLOSURES: I-20/I-220 Interchange, Bossier Parish","UPDATE+-+LANE/SHOULDER+CLOSURES:+I-20/I-220+Interchange,+Bossier+Parish",0.0,0.0,0.0,0.0
8/31/2020,1.0,UPDATE: LA 384 (University Drive) from McNeese Street to Lake Street,UPDATE:+LA+384+(University+Drive)+from+McNeese+Street+to+Lake+Street,0.0,0.0,0.0,0.0
8/31/2020,1.0,Update on LA 1143 from LA 27 - Cameron Parish,Update+on+LA+1143+from+LA+27+-+Cameron+Parish,29.79616,-93.32394,0.5,"{'state': 1.0, 'city': 1.0, 'streets': [0.5]}"
8/31/2020,1.0,UPDATE: LA 82 from state line to the ferry crossing - Cameron Parish,UPDATE:+LA+82+from+state+line+to+the+ferry+crossing+-+Cameron+Parish,0.0,0.0,0.0,0.0
8/31/2020,1.0,Update: LA 379 (Houston River Road) from Sulphur Avenue to LA 27 - Calcasieu Parish,Update:+LA+379+(Houston+River+Road)+from+Sulphur+Avenue+to+LA+27+-+Calcasieu+Parish,30.2859,-93.36745,0.59,"{'state': 1.0, 'county': 1.0, 'city': 1.0, 'streets': [0.94], 'houseNumber': 1.0}"
8/31/2020,0.0,Road Open: LA 378 Spur (Sam Houston Jones Pkwy) from LA 378 to Sutherland Road,Road+Open:+LA+378+Spur+(Sam+Houston+Jones+Pkwy)+from+LA+378+to+Sutherland+Road,30.3017,-93.25845,0.56,"{'state': 1.0, 'streets': [1.0], 'placeName': 0.89}"
8/31/2020,0.0,UPDATE - road open: LA 384 from LA 385 to LA 27 – Cameron Parish,UPDATE+-+road+open:+LA+384+from+LA+385+to+LA+27+–+Cameron+Parish,0.0,0.0,0.0,0.0
8/31/2020,1.0,UPDATE: LA 82 from Oak Grove to Vermilion P/L – Cameron Parish,UPDATE:+LA+82+from+Oak+Grove+to+Vermilion+P/L+–+Cameron+Parish,0.0,0.0,0.0,0.0
8/31/2020,-1.0,"US 90B, Crescent City Connection, Orleans Parish","US+90B,+Crescent+City+Connection,+Orleans+Parish",29.93771,-90.06167,0.82,"{'country': 1.0, 'state': 1.0, 'county': 1.0, 'streets': [1.0]}"
