TRAFFIC_ITEM_ID,ORIGINAL_TRAFFIC_ITEM_ID,TRAFFIC_ITEM_STATUS_SHORT_DESC,TRAFFIC_ITEM_TYPE_DESC,START_TIME,END_TIME,ENTRY_TIME,VERIFIED,CRITICAL_VALS,INCIDENT_TYPE,LATITUDE_START,LONGITUDE_START,LATITUDE_END,LONGITUDE_END,ROAD_CLOSED,TRAFFIC_DESC
3499320360145461204,4145748864560092109,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.74145,-94.99343,29.74332,-94.99678,True,Closed due to road construction
3110779742618715939,3359762657932849597,ACTIVE,CONSTRUCTION,09/15/2020 15:32:49,09/19/2020 15:30:18,09/15/2020 15:32:49,True,critical,construction,29.535757,-95.012807,29.536435,-95.011933,True,Closed due to road construction:Bel RdKipp Ave
3836673860973976626,3836673860973976626,ACTIVE,CONSTRUCTION,"August 31, 2020 9:00:00 PM CDT","December 31, 2020 5:00:00 AM CST","September 15, 2020 9:03:31 PM CDT",True,minor,construction,29.52557,-95.11819,29.52758,-95.12954,False,Construction work
919393983305684906,4163923208494904551,ACTIVE,ROAD_CLOSURE,09/16/2020 04:32:46,09/16/2020 09:30:18,09/16/2020 04:32:46,True,critical,NA,29.53615,-95.01227,29.536449,-95.011916,True,Closed:Bel RdBayshore Dr
1281039570166104916,2770839824405017514,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.710174,-94.983314,29.709812,-94.98375,True,Closed due to road construction
2333644188645268440,2333644188645268440,ACTIVE,CONSTRUCTION,"August 27, 2020 9:00:00 PM CDT","September 30, 2020 5:00:00 AM CDT","September 15, 2020 9:03:31 PM CDT",True,minor,construction,29.39691,-95.02745,29.35997,-94.98496,False,Construction work
67929558007870054,4001066742432764598,ACTIVE,CONSTRUCTION,"September 15, 2020 10:32:49 AM CDT","September 19, 2020 10:30:18 AM CDT","September 15, 2020 10:32:51 AM CDT",True,major,construction,29.28914,-94.83337,29.3045,-94.77476,False,Road construction
1200652607898374052,4446916369829801856,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,NA,30.15653,-95.21101,30.16449,-95.2082,True,Closed:Loop 494
3013253803631084455,4284985185629003415,ACTIVE,ROAD_CLOSURE,"September 16, 2020 12:05:01 AM CDT","September 16, 2020 5:03:26 AM CDT","September 16, 2020 12:05:01 AM CDT",True,critical,NA,29.52989,-95.13176,29.533,-95.1342,False,Off-ramp closed
3727097244144673313,4316555767538725456,ACTIVE,ROAD HAZARD,"August 31, 2020 4:05:18 PM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,flooding,29.785944,-93.113118,29.690594,-92.616774,False,Surface water hazard
2913757596557384361,2913757596557384361,ACTIVE,CONSTRUCTION,"September 3, 2020 7:00:00 AM CDT","October 18, 2020 5:00:54 PM CDT","September 8, 2020 10:29:46 AM CDT",True,minor,construction,30.23274,-92.08691,30.21058,-92.09218,False,Road construction
1788153936844116864,3676043201976502289,ACTIVE,MISCELLANEOUS,"August 29, 2020 9:39:18 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.24334,-92.92909,30.29022,-92.95985,False,Lane blocked
1759232712991504104,3455860915844207847,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.709812,-94.98375,29.710174,-94.983314,True,Closed due to road construction
723126804796438107,992989756018130791,ACTIVE,ROAD_CLOSURE,"August 28, 2020 4:49:09 PM CDT","September 16, 2020 4:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,critical,NA,30.23217,-92.8216,30.33474,-92.826,True,Closed
4486203181175104117,280422208322537020,ACTIVE,ROAD HAZARD,"August 31, 2020 7:50:12 PM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,flooding,29.80844,-92.89532,29.815907,-93.110568,False,Surface water hazard
1560068312808846511,4544265982544829802,ACTIVE,ROAD_CLOSURE,"August 25, 2020 2:07:49 PM CDT","September 16, 2020 4:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,critical,NA,29.62671,-92.36519,29.56856,-92.33003,True,Closed
1249959661885638817,74817520036458654,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.711718,-94.983787,29.711091,-94.983979,True,Evergreen RdClosed due to road construction
3535640187130275143,3933285823958353023,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,30.13116,-95.22859,30.12709,-95.23032,True,Closed due to road construction
187090376138813203,187090376138813203,ACTIVE,CONSTRUCTION,"August 24, 2020 7:00:00 AM CDT","April 1, 2021 5:00:28 PM CDT","September 8, 2020 10:29:47 AM CDT",True,minor,construction,30.54724,-91.874334,30.546616,-91.968032,False,Road construction
7968356700815247,3442023345956007326,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.44476,-95.07312,29.44513,-95.07264,True,Closed due to road construction:Old Bayou Dr
3214028544792203767,764723911807332046,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,30.12909,-95.22695,30.13013,-95.22766,True,Closed due to road construction:Woodbranch
3611651308012088458,4041708420995857074,ACTIVE,CONSTRUCTION,"September 16, 2020 12:05:01 AM CDT","September 16, 2020 5:03:26 AM CDT","September 16, 2020 12:05:02 AM CDT",True,critical,construction,29.52445,-95.12735,29.52547,-95.11812,True,Closed due to road construction
4038168727932481806,4116768828186497051,ACTIVE,MISCELLANEOUS,"August 29, 2020 9:39:18 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.29022,-92.95985,30.24334,-92.92909,False,Lane blocked
906154748220365138,3731069669106184519,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:26:01 PM CDT","September 16, 2020 4:24:26 AM CDT","September 16, 2020 12:17:01 AM CDT",True,critical,NA,30.01088,-93.22731,30.01236,-93.24506,True,Closed
621491680246317463,2716335713803789295,ACTIVE,MISCELLANEOUS,"August 28, 2020 10:10:23 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.2316,-92.92899,30.23215,-92.81726,False,Lane blocked
1697800533252138891,338179194654332659,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,30.13013,-95.22766,30.12909,-95.22695,True,Closed due to road construction:Houston
2393762675538624589,541933077364635776,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.748319,-94.990449,29.740058,-94.996262,True,Closed due to road construction
2012861345930116742,2382881163008981698,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.701395,-95.153201,29.701395,-95.153762,True,Closed due to road construction:Belt Dr
1995031522110065966,1815172986056382823,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:35:46 PM CDT","September 16, 2020 4:32:10 AM CDT","September 15, 2020 11:35:46 PM CDT",True,critical,NA,30.60536,-93.23273,30.65546,-93.41246,True,Closed
4439201364498717506,3741804622167547649,ACTIVE,MISCELLANEOUS,"August 29, 2020 7:31:56 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,29.803817,-93.349732,29.76702,-93.89329,False,Lane blocked
498398939238833875,190867470103032273,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,NA,29.720465,-94.932321,29.721013,-94.932588,True,Closed
1490611165456155637,2102607259953984791,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.44513,-95.07264,29.44476,-95.07312,True,Closed due to road construction:Old Bayou DrLive Oak Dr
4242242857308190304,2741415042522638080,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.742771,-94.996327,29.740863,-94.997647,True,Closed due to road construction
758578463152483264,4005126047384410070,ACTIVE,MISCELLANEOUS,"August 28, 2020 10:10:23 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.23215,-92.81726,30.2316,-92.92899,False,Lane blocked
2664375399813082130,2271724381615116102,ACTIVE,MISCELLANEOUS,"August 28, 2020 8:01:41 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.2316,-92.92899,30.23145,-93.00035,False,Lane blocked
2151307569521851241,1036581336837183003,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:26:01 PM CDT","September 16, 2020 4:24:26 AM CDT","September 16, 2020 12:17:01 AM CDT",True,critical,NA,30.01236,-93.24506,30.01088,-93.22731,True,Closed
1687935287215031235,1754055501525562206,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.74332,-94.99678,29.74148,-94.99338,True,Closed due to road construction
860547660193508095,2764800156200569246,ACTIVE,CONSTRUCTION,"September 15, 2020 10:32:49 AM CDT","September 19, 2020 10:30:18 AM CDT","September 15, 2020 10:32:51 AM CDT",True,major,construction,29.30468,-94.77482,29.28935,-94.83337,False,Road construction
375085672415196733,1452983679022427784,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.365716,-94.992524,29.366254,-94.992486,True,Closed due to road construction:Vauthier St
1854160668523461346,1228616505295195619,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.366254,-94.992486,29.365716,-94.992524,True,Closed due to road construction:Vauthier St
1734758845373898802,4045422343438858893,ACTIVE,ROAD_CLOSURE,"August 28, 2020 5:40:55 PM CDT","September 16, 2020 4:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,critical,NA,30.22757,-93.18015,30.15804,-93.17973,True,Closed
3173969645813149041,1525870729352221586,ACTIVE,ROAD_CLOSURE,"August 28, 2020 5:40:55 PM CDT","September 16, 2020 4:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,critical,NA,30.15804,-93.179729,30.227551,-93.18015,True,Closed
157220868786274129,2111564820104842259,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.46462,-95.0928,29.46398,-95.08955,True,Closed due to road construction:Gulf Fwy
3585267968459383996,1153604725479717060,ACTIVE,CONSTRUCTION,"September 15, 2020 5:02:47 PM CDT","September 17, 2020 7:30:18 PM CDT","September 15, 2020 11:32:48 PM CDT",True,critical,construction,29.41075,-95.04105,29.40601,-95.03374,True,Closed due to road construction
2205055920739919845,1824714057969478993,ACTIVE,ROAD HAZARD,"August 31, 2020 7:50:12 PM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,flooding,29.815907,-93.110568,29.80844,-92.89532,False,Surface water hazard
4570438862941281687,1896008289543908925,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.740863,-94.997647,29.742771,-94.996327,True,Closed due to road construction
1954735740508032042,2142676347487374498,ACTIVE,CONSTRUCTION,"September 16, 2020 12:16:16 AM CDT","September 19, 2020 10:30:18 AM CDT","September 16, 2020 12:16:17 AM CDT",True,critical,construction,29.55699,-95.18017,29.55712,-95.18002,True,Closed due to road construction
1410150952016151418,3564946385681568206,ACTIVE,CONSTRUCTION,"September 15, 2020 10:32:49 AM CDT","September 19, 2020 10:30:18 AM CDT","September 15, 2020 10:32:49 AM CDT",True,minor,construction,29.740231,-94.994573,29.741516,-94.996981,False,Construction work
2767184719140228710,2767184719140228710,ACTIVE,CONSTRUCTION,"September 8, 2020 10:30:34 AM CDT","October 30, 2020 11:00:00 PM CDT","September 8, 2020 10:30:34 AM CDT",True,minor,construction,29.801924,-94.997086,29.80427,-94.98204,False,Construction work:I-10
2720097977992457153,2759033895486403332,ACTIVE,ROAD HAZARD,"August 31, 2020 4:05:18 PM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,flooding,29.690594,-92.616774,29.785944,-93.113118,False,Surface water hazard
1663664145111169790,1663664145111169790,ACTIVE,ROAD_CLOSURE,"September 8, 2020 10:30:34 AM CDT","December 31, 2020 5:00:00 AM CST","September 8, 2020 10:30:34 AM CDT",True,critical,NA,29.51311,-95.11996,29.51601,-95.12129,False,Off-ramp closed
1262258201009628103,3328344990831158630,ACTIVE,ROAD_CLOSURE,"August 25, 2020 2:07:49 PM CDT","September 16, 2020 4:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,critical,NA,29.56856,-92.33003,29.62671,-92.36519,True,Closed
4101637160214443693,3663866798349042700,ACTIVE,ROAD_CLOSURE,"September 16, 2020 12:08:01 AM CDT","September 16, 2020 5:07:32 AM CDT","September 16, 2020 12:08:01 AM CDT",True,critical,NA,30.02507,-94.17032,30.00992,-94.18568,True,Closed
1529550635008732170,2580839849071096537,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.746499,-94.994558,29.74455,-94.99119,True,Closed due to road construction
228742468157273614,2405829268793200663,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.739296,-94.995229,29.740874,-94.998188,True,Closed due to road construction
3188472145249226701,1133309899023484377,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,30.14843,-95.15682,30.1509,-95.15683,True,Closed due to road construction:Sams Hill DrCut and Shoot
2043401061949346517,2490727849466425471,ACTIVE,MISCELLANEOUS,"August 28, 2020 1:03:42 PM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.16879,-93.23229,30.17617,-93.21858,False,Lane blocked
3631102506155935911,4229536026433191342,ACTIVE,CONSTRUCTION,"September 15, 2020 5:02:48 PM CDT","September 17, 2020 7:30:18 PM CDT","September 15, 2020 11:32:48 PM CDT",True,critical,construction,29.44299,-95.06858,29.43932,-95.07197,True,Closed due to road construction
337464962981588530,3113109981179320458,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,30.12735,-95.22915,30.1305,-95.22854,True,Closed due to road construction
583232700769802594,583232700769802594,ACTIVE,CONSTRUCTION,"August 27, 2020 9:00:00 PM CDT","September 30, 2020 5:00:00 AM CDT","September 15, 2020 9:03:31 PM CDT",True,minor,construction,29.3583,-94.98008,29.402323,-95.032069,False,Construction work:Gulf Fwy
2871628146304141862,1271411817646822819,ACTIVE,CONSTRUCTION,"September 15, 2020 11:45:09 PM CDT","September 16, 2020 1:43:59 AM CDT","September 16, 2020 12:16:17 AM CDT",True,critical,construction,29.55724,-95.18019,29.55712,-95.18033,False,Road construction
2204455611570134745,3698267573717873394,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:29:42 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,NA,29.64602,-92.3738,29.56807,-92.32952,True,Closed:Freshwater City RdLa Highway 3147
2431907112584091574,2021927403376255572,ACTIVE,ROAD_CLOSURE,"August 28, 2020 4:49:09 PM CDT","September 16, 2020 4:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,critical,NA,30.33474,-92.826,30.23217,-92.8216,True,Closed
525143440491253401,3673283696106876226,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.739706,-94.995577,29.747899,-94.989788,True,Closed due to road construction
1392474646312592853,278187605840908332,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.747899,-94.989788,29.739706,-94.995577,True,Closed due to road construction
4155612148514532176,4155612148514532176,ACTIVE,OTHER NEWS,"September 15, 2020 5:15:26 AM CDT","September 16, 2020 5:15:26 AM CDT","September 15, 2020 5:16:16 AM CDT",True,minor,fyi,29.80344,-94.98905,29.80365,-94.98604,False,Off-ramp closed
3709203403151265885,1939576553964623820,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,NA,29.721013,-94.932588,29.720465,-94.932321,True,Closed
1503428184734793190,3304515306877089776,ACTIVE,ROAD_CLOSURE,"September 15, 2020 5:15:26 AM CDT","September 16, 2020 5:15:26 AM CDT","September 16, 2020 12:18:32 AM CDT",True,minor,NA,29.50082,-95.11311,29.49905,-95.11178,False,On-ramp closed
2900186676202946979,3393199880607918729,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.740874,-94.998188,29.739296,-94.995229,True,Closed due to road construction
1398851482671507977,3342803259050427158,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.727519,-94.916019,29.726962,-94.916007,True,Closed due to road construction:Grand Pkwy
4104129620070801093,4104129620070801093,ACTIVE,CONSTRUCTION,"August 27, 2020 9:00:00 PM CDT","September 30, 2020 5:00:00 AM CDT","September 15, 2020 9:03:31 PM CDT",True,minor,construction,29.36018,-94.98487,29.39708,-95.0273,False,Construction work
3056668224415115113,634946715345456672,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:47:46 PM CDT","September 16, 2020 4:46:36 AM CDT","September 15, 2020 11:47:46 PM CDT",True,critical,NA,29.40018,-95.01485,29.40612,-95.03357,True,Closed
89547601314335093,1398112607233315238,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.74925,-94.99172,29.74453,-94.99509,True,Closed due to road construction
2400009536163120668,3208351025380193556,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.726997,-94.916656,29.727523,-94.916647,True,Closed due to road construction
2785282150510230954,3962556672845503452,ACTIVE,CONSTRUCTION,"September 16, 2020 12:02:01 AM CDT","September 16, 2020 5:00:47 AM CDT","September 16, 2020 12:05:47 AM CDT",True,critical,construction,29.46557,-95.08905,29.46792,-95.09178,True,Closed due to road construction:Gulf Fwy
305827417105061523,351276339577514591,ACTIVE,MISCELLANEOUS,"August 29, 2020 9:36:57 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.217338,-93.358419,30.183707,-93.35862,False,Lane blocked
174641318270771160,2407424674120293002,ACTIVE,ROAD_CLOSURE,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,NA,30.16449,-95.2082,30.15653,-95.21101,True,Closed:Houston
1908103977591768135,607993425000822082,ACTIVE,CONSTRUCTION,"September 15, 2020 10:32:49 AM CDT","September 19, 2020 10:30:18 AM CDT","September 15, 2020 10:32:49 AM CDT",True,minor,construction,29.741516,-94.996981,29.740231,-94.994573,False,Construction work
3637000188100228739,2739168910350247619,ACTIVE,ROAD_CLOSURE,09/16/2020 04:32:46,09/16/2020 09:30:18,09/16/2020 04:32:46,True,critical,NA,29.536449,-95.011916,29.53615,-95.01227,True,Closed:Bel Rd
998230437963207303,3305926787702016866,ACTIVE,MISCELLANEOUS,"August 29, 2020 8:37:43 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.18356,-93.37612,30.21861,-93.32553,False,Lane blocked
3517873773393270810,3253403920260632307,ACTIVE,CONSTRUCTION,"September 9, 2020 5:38:46 AM CDT","September 22, 2020 11:59:00 PM CDT","September 9, 2020 5:38:46 AM CDT",True,critical,construction,30.1469,-95.17512,30.15356,-95.17661,True,Closed due to road construction:Scott Gardner Rd
3530358874267599199,2925440493160149254,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,30.1509,-95.15683,30.14843,-95.15682,True,Closed due to road construction:Sams Hill Dr
817879401313536398,3962615619969416048,ACTIVE,MISCELLANEOUS,"August 28, 2020 8:01:41 AM CDT","September 16, 2020 1:29:30 AM CDT","September 15, 2020 11:29:46 PM CDT",True,minor,NA,30.23145,-93.00035,30.2316,-92.92899,False,Lane blocked
183280621228324181,183280621228324181,ACTIVE,CONSTRUCTION,"September 14, 2020 8:00:00 PM CDT","November 20, 2020 6:00:32 AM CST","September 13, 2020 8:00:31 PM CDT",True,minor,construction,30.18139,-92.07501,30.17957,-92.075,False,Road construction
1096032868253108124,4008942674221733422,ACTIVE,CONSTRUCTION,"September 9, 2020 5:38:46 AM CDT","September 22, 2020 11:59:00 PM CDT","September 9, 2020 5:38:46 AM CDT",True,critical,construction,30.15356,-95.17661,30.1469,-95.17512,True,Closed due to road construction:Scott Gardner Rd
1865557291115583008,2721531860865415389,ACTIVE,CONSTRUCTION,"September 15, 2020 5:02:47 PM CDT","September 17, 2020 7:30:18 PM CDT","September 15, 2020 11:32:48 PM CDT",True,critical,construction,29.43932,-95.07197,29.44299,-95.06858,True,Closed due to road construction
1967668827015862774,357308058773249917,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.68131,-95.155201,29.681344,-95.155728,True,Closed due to road construction:Belt Dr
2541555645634667058,681745283954730202,ACTIVE,CONSTRUCTION,"September 15, 2020 11:32:46 PM CDT","September 16, 2020 4:30:18 AM CDT","September 15, 2020 11:32:46 PM CDT",True,critical,construction,29.74453,-94.99509,29.74925,-94.99172,True,Closed due to road construction
2816710435117813870,2138027088177215384,ACTIVE,ROAD_CLOSURE,"September 16, 2020 12:13:16 AM CDT","September 16, 2020 5:11:37 AM CDT","September 16, 2020 12:13:16 AM CDT",True,critical,NA,29.40601,-95.03374,29.39997,-95.01466,True,Closed
3087690982130848457,2288553931253388998,ACTIVE,CONSTRUCTION,"September 16, 2020 12:05:46 AM CDT","September 16, 2020 5:05:13 AM CDT","September 16, 2020 12:05:47 AM CDT",True,critical,construction,29.80344,-94.98905,29.80365,-94.98604,True,Closed due to road construction
